Date,Open,High,Low,Close
2021-08-23 10:15:00+05:30,16501.25,16501.45,16492.65,16493.45
2021-08-23 10:16:00+05:30,16493.7,16500.8,16492.3,16498.5
2021-08-23 10:17:00+05:30,16498.1,16509.0,16498.1,16508.3
2021-08-23 10:18:00+05:30,16507.75,16510.2,16505.8,16508.05
2021-08-23 10:19:00+05:30,16507.95,16509.35,16496.65,16497.15
2021-08-23 10:20:00+05:30,16497.3,16505.5,16496.25,16505.25
2021-08-23 10:21:00+05:30,16505.55,16508.1,16499.9,16507.55
2021-08-23 10:22:00+05:30,16508.0,16508.65,16500.0,16505.7
2021-08-23 10:23:00+05:30,16505.45,16507.4,16503.7,16507.4
2021-08-23 10:24:00+05:30,16507.95,16508.45,16501.05,16501.05
2021-08-23 10:25:00+05:30,16501.5,16502.5,16497.35,16497.65
2021-08-23 10:26:00+05:30,16499.2,16500.65,16497.6,16500.65
2021-08-23 10:27:00+05:30,16500.3,16504.85,16500.1,16504.35
2021-08-23 10:28:00+05:30,16505.2,16505.2,16496.15,16497.2
2021-08-23 10:29:00+05:30,16497.55,16497.55,16479.9,16480.25
2021-08-23 10:30:00+05:30,16479.95,16480.15,16463.0,16463.0
2021-08-23 10:31:00+05:30,16462.75,16470.65,16459.7,16466.45
2021-08-23 10:32:00+05:30,16465.8,16466.3,16450.05,16453.65
2021-08-23 10:33:00+05:30,16454.6,16454.6,16434.95,16438.05
2021-08-23 10:34:00+05:30,16437.75,16437.75,16425.85,16425.85
2021-08-23 10:35:00+05:30,16424.5,16426.65,16405.6,16426.65
2021-08-23 10:36:00+05:30,16429.1,16448.45,16428.75,16447.15
2021-08-23 10:37:00+05:30,16447.3,16455.3,16444.65,16447.55
2021-08-23 10:38:00+05:30,16448.2,16453.9,16442.25,16449.45
2021-08-23 10:39:00+05:30,16449.85,16449.85,16432.9,16446.15
2021-08-23 10:40:00+05:30,16445.55,16451.55,16436.4,16450.4
2021-08-23 10:41:00+05:30,16451.05,16459.55,16448.9,16459.55
2021-08-23 10:42:00+05:30,16458.3,16463.55,16452.85,16457.55
2021-08-23 10:43:00+05:30,16458.25,16461.7,16447.8,16450.6
2021-08-23 10:44:00+05:30,16450.75,16450.95,16439.85,16443.45
2021-08-23 10:45:00+05:30,16444.65,16445.15,16431.65,16432.9
2021-08-23 10:46:00+05:30,16431.25,16431.25,16418.65,16421.4
2021-08-23 10:47:00+05:30,16422.0,16424.9,16416.0,16416.0
2021-08-23 10:48:00+05:30,16416.3,16421.35,16406.45,16413.55
2021-08-23 10:49:00+05:30,16412.25,16422.1,16411.2,16421.85
2021-08-23 10:50:00+05:30,16423.2,16423.35,16401.3,16401.3
2021-08-23 10:51:00+05:30,16399.75,16412.3,16396.2,16412.15
2021-08-23 10:52:00+05:30,16413.5,16431.25,16413.5,16428.25
2021-08-23 10:53:00+05:30,16428.8,16428.8,16417.75,16418.0
2021-08-23 10:54:00+05:30,16417.85,16430.6,16417.65,16430.15
2021-08-23 10:55:00+05:30,16430.6,16430.6,16418.55,16421.4
2021-08-23 10:56:00+05:30,16420.85,16432.2,16418.8,16431.75
2021-08-23 10:57:00+05:30,16432.35,16433.15,16427.05,16428.35
2021-08-23 10:58:00+05:30,16428.1,16440.45,16427.65,16440.45
2021-08-23 10:59:00+05:30,16441.0,16445.1,16438.35,16442.85
2021-08-23 11:00:00+05:30,16443.5,16458.85,16443.5,16456.2
2021-08-23 11:01:00+05:30,16455.1,16458.8,16450.15,16458.4
2021-08-23 11:02:00+05:30,16457.65,16468.45,16455.85,16464.6
2021-08-23 11:03:00+05:30,16461.55,16465.15,16451.85,16465.15
2021-08-23 11:04:00+05:30,16465.35,16467.15,16458.8,16458.8
2021-08-23 11:05:00+05:30,16458.65,16477.05,16458.55,16476.95
2021-08-23 11:06:00+05:30,16477.4,16483.1,16475.55,16479.85
2021-08-23 11:07:00+05:30,16479.8,16482.5,16476.75,16479.5
2021-08-23 11:08:00+05:30,16480.95,16489.9,16480.95,16483.65
2021-08-23 11:09:00+05:30,16482.95,16483.05,16475.35,16478.2
2021-08-23 11:10:00+05:30,16477.95,16477.95,16461.85,16464.05
2021-08-23 11:11:00+05:30,16464.05,16464.05,16449.35,16457.95
2021-08-23 11:12:00+05:30,16459.3,16459.3,16449.7,16449.8
2021-08-23 11:13:00+05:30,16449.8,16454.85,16448.2,16454.85
2021-08-23 11:14:00+05:30,16455.5,16466.4,16455.5,16462.4
2021-08-23 11:15:00+05:30,16463.6,16465.85,16452.05,16452.6
2021-08-23 11:16:00+05:30,16452.3,16456.05,16449.2,16450.0
2021-08-23 11:17:00+05:30,16450.1,16455.0,16444.2,16446.25
2021-08-23 11:18:00+05:30,16448.65,16464.4,16448.65,16464.4
2021-08-23 11:19:00+05:30,16465.55,16469.75,16463.3,16466.3
2021-08-23 11:20:00+05:30,16465.25,16469.8,16464.2,16467.85
2021-08-23 11:21:00+05:30,16467.6,16471.8,16467.45,16471.8
2021-08-23 11:22:00+05:30,16472.5,16478.75,16471.2,16474.4
2021-08-23 11:23:00+05:30,16473.95,16475.2,16470.55,16470.55
2021-08-23 11:24:00+05:30,16470.55,16471.05,16460.8,16466.45
2021-08-23 11:25:00+05:30,16467.2,16473.4,16463.35,16472.5
2021-08-23 11:26:00+05:30,16473.05,16476.65,16472.5,16472.7
2021-08-23 11:27:00+05:30,16473.15,16475.75,16467.95,16469.25
2021-08-23 11:28:00+05:30,16468.25,16475.8,16463.2,16473.1
2021-08-23 11:29:00+05:30,16472.95,16481.5,16472.95,16477.05
2021-08-23 11:30:00+05:30,16477.95,16489.3,16477.95,16486.45
2021-08-23 11:31:00+05:30,16485.95,16486.1,16478.8,16484.05
2021-08-23 11:32:00+05:30,16484.95,16486.45,16478.15,16480.9
2021-08-23 11:33:00+05:30,16481.6,16482.25,16477.85,16481.9
2021-08-23 11:34:00+05:30,16482.7,16487.25,16481.75,16483.25
2021-08-23 11:35:00+05:30,16484.05,16496.35,16483.0,16493.4
2021-08-23 11:36:00+05:30,16493.9,16494.4,16488.8,16489.95
2021-08-23 11:37:00+05:30,16490.0,16490.9,16480.0,16490.9
2021-08-23 11:38:00+05:30,16490.45,16490.85,16485.3,16485.55
2021-08-23 11:39:00+05:30,16485.1,16485.5,16477.45,16477.45
2021-08-23 11:40:00+05:30,16477.8,16486.15,16477.35,16480.85
2021-08-23 11:41:00+05:30,16481.6,16481.8,16475.55,16476.05
2021-08-23 11:42:00+05:30,16475.75,16477.4,16471.65,16477.0
2021-08-23 11:43:00+05:30,16477.7,16478.65,16474.2,16474.2
2021-08-23 11:44:00+05:30,16473.7,16481.05,16473.7,16481.05
2021-08-23 11:45:00+05:30,16481.35,16484.2,16477.05,16478.2
2021-08-23 11:46:00+05:30,16478.25,16485.75,16478.25,16482.95
2021-08-23 11:47:00+05:30,16483.5,16486.5,16482.9,16483.45
2021-08-23 11:48:00+05:30,16483.5,16491.45,16482.95,16488.25
2021-08-23 11:49:00+05:30,16488.35,16488.35,16483.4,16483.65
2021-08-23 11:50:00+05:30,16484.1,16488.45,16483.15,16486.2
2021-08-23 11:51:00+05:30,16486.45,16493.35,16486.45,16493.1
2021-08-23 11:52:00+05:30,16493.35,16494.3,16490.3,16492.75
2021-08-23 11:53:00+05:30,16494.1,16498.25,16490.7,16490.7
2021-08-23 11:54:00+05:30,16491.05,16499.05,16489.2,16496.9
2021-08-23 11:55:00+05:30,16496.9,16496.9,16492.45,16492.45
2021-08-23 11:56:00+05:30,16492.95,16501.8,16487.65,16501.8
2021-08-23 11:57:00+05:30,16501.0,16501.0,16496.85,16498.1
2021-08-23 11:58:00+05:30,16498.4,16498.4,16492.4,16493.05
2021-08-23 11:59:00+05:30,16492.55,16498.25,16489.4,16497.95
2021-08-23 12:00:00+05:30,16498.5,16500.65,16495.35,16495.85
2021-08-23 12:01:00+05:30,16497.15,16497.15,16490.2,16492.3
2021-08-23 12:02:00+05:30,16493.55,16493.55,16487.6,16490.1
2021-08-23 12:03:00+05:30,16490.1,16495.25,16490.1,16491.75
2021-08-23 12:04:00+05:30,16491.95,16495.85,16491.05,16494.4
2021-08-23 12:05:00+05:30,16494.8,16504.4,16494.25,16504.4
2021-08-23 12:06:00+05:30,16504.65,16507.7,16504.1,16505.65
2021-08-23 12:07:00+05:30,16506.65,16506.75,16501.0,16504.0
2021-08-23 12:08:00+05:30,16504.35,16507.2,16501.65,16506.65
2021-08-23 12:09:00+05:30,16507.55,16508.85,16505.65,16508.35
2021-08-23 12:10:00+05:30,16508.05,16510.1,16504.75,16507.7
2021-08-23 12:11:00+05:30,16508.8,16516.45,16508.7,16515.4
2021-08-23 12:12:00+05:30,16515.8,16518.8,16514.3,16518.8
2021-08-23 12:13:00+05:30,16518.2,16520.05,16513.0,16513.0
2021-08-23 12:14:00+05:30,16512.55,16515.4,16510.4,16513.7
2021-08-23 12:15:00+05:30,16513.9,16518.05,16513.55,16513.6
2021-08-23 12:16:00+05:30,16513.45,16514.95,16512.0,16514.25
2021-08-23 12:17:00+05:30,16514.2,16514.85,16510.0,16511.25
2021-08-23 12:18:00+05:30,16511.1,16513.95,16511.1,16512.45
2021-08-23 12:19:00+05:30,16512.25,16513.3,16507.2,16507.2
2021-08-23 12:20:00+05:30,16507.55,16507.55,16501.55,16501.55
2021-08-23 12:21:00+05:30,16501.8,16502.8,16493.45,16493.45
2021-08-23 12:22:00+05:30,16494.0,16496.65,16490.55,16493.95
2021-08-23 12:23:00+05:30,16493.55,16495.85,16492.25,16492.4
2021-08-23 12:24:00+05:30,16493.8,16498.3,16489.8,16497.8
2021-08-23 12:25:00+05:30,16497.6,16497.6,16489.0,16490.05
2021-08-23 12:26:00+05:30,16490.1,16492.85,16487.25,16492.2
2021-08-23 12:27:00+05:30,16492.7,16493.3,16491.2,16491.6
2021-08-23 12:28:00+05:30,16491.95,16502.0,16491.95,16501.3
2021-08-23 12:29:00+05:30,16500.9,16504.55,16500.15,16502.4
2021-08-23 12:30:00+05:30,16502.35,16509.4,16502.35,16509.2
2021-08-23 12:31:00+05:30,16509.3,16510.3,16502.0,16502.0
2021-08-23 12:32:00+05:30,16502.75,16510.3,16501.45,16506.65
2021-08-23 12:33:00+05:30,16506.85,16510.45,16505.9,16506.4
2021-08-23 12:34:00+05:30,16506.05,16507.4,16503.65,16506.1
2021-08-23 12:35:00+05:30,16506.35,16507.95,16499.4,16499.4
2021-08-23 12:36:00+05:30,16497.75,16497.75,16489.15,16491.6
2021-08-23 12:37:00+05:30,16491.5,16496.05,16490.8,16494.0
2021-08-23 12:38:00+05:30,16493.8,16494.6,16490.2,16490.95
2021-08-23 12:39:00+05:30,16491.05,16495.6,16491.05,16493.25
2021-08-23 12:40:00+05:30,16493.05,16503.9,16493.05,16503.35
2021-08-23 12:41:00+05:30,16503.2,16503.3,16499.15,16501.2
2021-08-23 12:42:00+05:30,16500.8,16502.0,16494.05,16494.9
2021-08-23 12:43:00+05:30,16493.15,16494.1,16484.5,16484.5
2021-08-23 12:44:00+05:30,16484.5,16488.45,16483.3,16485.2
2021-08-23 12:45:00+05:30,16484.7,16485.7,16478.25,16479.2
2021-08-23 12:46:00+05:30,16479.15,16484.85,16478.5,16483.55
2021-08-23 12:47:00+05:30,16483.45,16490.6,16483.45,16489.55
2021-08-23 12:48:00+05:30,16489.15,16495.8,16488.95,16494.25
2021-08-23 12:49:00+05:30,16494.3,16495.7,16491.1,16492.55
2021-08-23 12:50:00+05:30,16492.85,16496.95,16492.75,16495.95
2021-08-23 12:51:00+05:30,16496.65,16497.2,16495.05,16495.45
2021-08-23 12:52:00+05:30,16495.5,16497.0,16489.2,16489.2
2021-08-23 12:53:00+05:30,16490.4,16491.05,16471.75,16472.75
2021-08-23 12:54:00+05:30,16474.45,16482.15,16474.45,16480.1
2021-08-23 12:55:00+05:30,16480.85,16483.8,16479.5,16480.9
2021-08-23 12:56:00+05:30,16480.95,16485.9,16475.05,16484.95
2021-08-23 12:57:00+05:30,16485.25,16488.6,16483.6,16483.9
2021-08-23 12:58:00+05:30,16483.85,16484.75,16478.25,16479.75
2021-08-23 12:59:00+05:30,16480.55,16489.15,16480.55,16487.55
2021-08-23 13:00:00+05:30,16487.15,16491.25,16484.55,16490.45
2021-08-23 13:01:00+05:30,16490.3,16490.95,16483.45,16483.6
2021-08-23 13:02:00+05:30,16482.6,16486.75,16480.75,16485.55
2021-08-23 13:03:00+05:30,16486.05,16487.35,16483.35,16483.6
2021-08-23 13:04:00+05:30,16483.2,16489.35,16482.75,16487.8
2021-08-23 13:05:00+05:30,16487.8,16490.25,16486.55,16486.55
2021-08-23 13:06:00+05:30,16487.0,16492.2,16486.85,16488.7
2021-08-23 13:07:00+05:30,16488.9,16489.75,16485.15,16485.5
2021-08-23 13:08:00+05:30,16485.45,16485.95,16478.55,16482.85
2021-08-23 13:09:00+05:30,16483.0,16490.8,16481.8,16490.35
2021-08-23 13:10:00+05:30,16490.05,16493.7,16490.05,16492.35
2021-08-23 13:11:00+05:30,16491.9,16498.3,16491.1,16497.25
2021-08-23 13:12:00+05:30,16498.4,16503.35,16498.25,16502.8
2021-08-23 13:13:00+05:30,16502.25,16503.45,16496.1,16496.1
2021-08-23 13:14:00+05:30,16496.8,16497.95,16495.2,16496.45
2021-08-23 13:15:00+05:30,16497.15,16500.5,16494.0,16500.5
2021-08-23 13:16:00+05:30,16500.7,16504.75,16500.7,16503.55
2021-08-23 13:17:00+05:30,16503.15,16504.3,16496.9,16497.5
2021-08-23 13:18:00+05:30,16498.0,16500.45,16498.0,16499.9
2021-08-23 13:19:00+05:30,16500.2,16508.15,16500.2,16505.75
2021-08-23 13:20:00+05:30,16506.25,16510.85,16505.85,16510.35
2021-08-23 13:21:00+05:30,16510.25,16514.75,16510.0,16511.25
2021-08-23 13:22:00+05:30,16511.7,16514.8,16507.45,16507.45
2021-08-23 13:23:00+05:30,16507.2,16509.9,16502.5,16509.7
2021-08-23 13:24:00+05:30,16509.5,16517.3,16509.4,16513.5
2021-08-23 13:25:00+05:30,16514.0,16515.1,16509.15,16510.95
2021-08-23 13:26:00+05:30,16510.9,16513.35,16505.85,16505.85
2021-08-23 13:27:00+05:30,16506.15,16507.25,16502.4,16503.95
2021-08-23 13:28:00+05:30,16503.6,16511.45,16503.6,16510.3
2021-08-23 13:29:00+05:30,16509.1,16512.65,16509.1,16509.75
2021-08-23 13:30:00+05:30,16510.0,16510.5,16504.7,16505.3
2021-08-23 13:31:00+05:30,16506.6,16508.0,16500.5,16500.65
2021-08-23 13:32:00+05:30,16500.75,16505.55,16500.75,16501.55
2021-08-23 13:33:00+05:30,16502.25,16503.2,16499.25,16501.8
2021-08-23 13:34:00+05:30,16502.15,16506.65,16500.65,16505.75
2021-08-23 13:35:00+05:30,16506.05,16511.5,16505.9,16509.9
2021-08-23 13:36:00+05:30,16509.7,16514.6,16509.45,16514.25
2021-08-23 13:37:00+05:30,16513.5,16516.85,16513.5,16515.45
2021-08-23 13:38:00+05:30,16515.4,16520.4,16511.4,16511.45
2021-08-23 13:39:00+05:30,16512.1,16514.75,16510.6,16513.95
2021-08-23 13:40:00+05:30,16514.1,16524.65,16514.1,16521.45
2021-08-23 13:41:00+05:30,16521.5,16522.3,16514.75,16516.9
2021-08-23 13:42:00+05:30,16518.45,16518.8,16512.75,16512.95
2021-08-23 13:43:00+05:30,16512.85,16515.5,16512.55,16514.95
2021-08-23 13:44:00+05:30,16515.75,16525.4,16515.1,16524.15
2021-08-23 13:45:00+05:30,16523.1,16529.45,16522.75,16525.4
2021-08-23 13:46:00+05:30,16524.4,16530.0,16523.95,16528.65
2021-08-23 13:47:00+05:30,16528.85,16530.35,16523.5,16523.5
2021-08-23 13:48:00+05:30,16523.95,16528.65,16521.45,16521.95
2021-08-23 13:49:00+05:30,16521.95,16522.05,16513.85,16513.95
2021-08-23 13:50:00+05:30,16513.75,16519.35,16513.75,16515.25
2021-08-23 13:51:00+05:30,16515.75,16518.75,16514.0,16517.9
2021-08-23 13:52:00+05:30,16517.45,16517.45,16509.4,16509.85
2021-08-23 13:53:00+05:30,16509.6,16514.95,16508.0,16513.95
2021-08-23 13:54:00+05:30,16514.15,16516.5,16510.2,16510.2
2021-08-23 13:55:00+05:30,16510.5,16512.45,16507.65,16509.05
2021-08-23 13:56:00+05:30,16508.55,16508.9,16505.0,16507.85
2021-08-23 13:57:00+05:30,16508.2,16515.65,16507.35,16513.95
2021-08-23 13:58:00+05:30,16513.95,16520.75,16513.55,16516.2
2021-08-23 13:59:00+05:30,16517.05,16522.95,16516.1,16520.1
2021-08-23 14:00:00+05:30,16520.1,16526.65,16518.75,16518.75
2021-08-23 14:01:00+05:30,16519.15,16520.35,16514.8,16515.3
2021-08-23 14:02:00+05:30,16515.4,16522.75,16515.4,16521.15
2021-08-23 14:03:00+05:30,16521.2,16524.35,16517.35,16518.55
2021-08-23 14:04:00+05:30,16518.5,16522.05,16518.45,16519.45
2021-08-23 14:05:00+05:30,16519.5,16524.75,16519.5,16523.75
2021-08-23 14:06:00+05:30,16523.7,16524.45,16518.75,16519.1
2021-08-23 14:07:00+05:30,16519.0,16520.9,16510.35,16511.2
2021-08-23 14:08:00+05:30,16510.65,16521.55,16509.9,16520.55
2021-08-23 14:09:00+05:30,16519.95,16523.25,16519.85,16521.95
2021-08-23 14:10:00+05:30,16522.85,16526.05,16521.4,16524.7
2021-08-23 14:11:00+05:30,16524.75,16530.4,16524.6,16529.6
2021-08-23 14:12:00+05:30,16529.7,16537.05,16529.55,16532.35
2021-08-23 14:13:00+05:30,16532.7,16534.3,16529.15,16529.7
2021-08-23 14:14:00+05:30,16529.45,16530.7,16526.75,16526.75
2021-08-23 14:15:00+05:30,16527.45,16527.45,16521.15,16521.45
2021-08-23 14:16:00+05:30,16521.55,16522.45,16514.1,16514.1
2021-08-23 14:17:00+05:30,16514.2,16524.7,16513.6,16522.15
2021-08-23 14:18:00+05:30,16521.75,16524.5,16519.7,16519.75
2021-08-23 14:19:00+05:30,16519.8,16522.15,16518.25,16518.5
2021-08-23 14:20:00+05:30,16519.55,16520.15,16514.55,16518.45
2021-08-23 14:21:00+05:30,16517.95,16529.95,16517.95,16525.85
2021-08-23 14:22:00+05:30,16525.8,16526.85,16517.8,16518.3
2021-08-23 14:23:00+05:30,16519.35,16519.35,16512.15,16513.05
2021-08-23 14:24:00+05:30,16512.55,16513.45,16505.7,16508.55
2021-08-23 14:25:00+05:30,16508.85,16522.1,16506.85,16521.4
2021-08-23 14:26:00+05:30,16521.95,16523.7,16518.1,16518.5
2021-08-23 14:27:00+05:30,16519.35,16519.55,16515.9,16518.0
2021-08-23 14:28:00+05:30,16518.05,16519.35,16510.6,16513.7
2021-08-23 14:29:00+05:30,16515.4,16519.45,16514.75,16516.8
2021-08-23 14:30:00+05:30,16516.8,16524.7,16516.8,16522.7
2021-08-23 14:31:00+05:30,16522.3,16523.95,16519.15,16520.05
2021-08-23 14:32:00+05:30,16520.4,16522.7,16518.2,16518.5
2021-08-23 14:33:00+05:30,16518.2,16518.9,16514.15,16514.9
2021-08-23 14:34:00+05:30,16515.95,16515.95,16507.9,16508.2
2021-08-23 14:35:00+05:30,16508.55,16517.4,16508.15,16514.1
2021-08-23 14:36:00+05:30,16514.1,16515.7,16512.3,16515.4
2021-08-23 14:37:00+05:30,16514.85,16516.8,16501.3,16501.3
2021-08-23 14:38:00+05:30,16501.15,16501.35,16488.85,16493.25
2021-08-23 14:39:00+05:30,16493.55,16508.15,16493.35,16507.65
2021-08-23 14:40:00+05:30,16506.2,16515.85,16505.55,16515.55
2021-08-23 14:41:00+05:30,16515.2,16517.05,16509.7,16510.9
2021-08-23 14:42:00+05:30,16510.85,16521.3,16510.85,16514.15
2021-08-23 14:43:00+05:30,16517.0,16518.9,16514.6,16516.25
2021-08-23 14:44:00+05:30,16516.15,16517.25,16514.55,16516.5
2021-08-23 14:45:00+05:30,16515.85,16518.8,16510.85,16510.85
2021-08-23 14:46:00+05:30,16512.3,16516.75,16510.2,16514.2
2021-08-23 14:47:00+05:30,16514.75,16519.5,16513.0,16516.45
2021-08-23 14:48:00+05:30,16517.05,16520.8,16516.9,16516.95
2021-08-23 14:49:00+05:30,16516.8,16518.1,16506.05,16506.05
2021-08-23 14:50:00+05:30,16506.0,16511.2,16503.7,16504.6
2021-08-23 14:51:00+05:30,16504.7,16506.55,16496.35,16500.95
2021-08-23 14:52:00+05:30,16500.0,16503.0,16498.05,16499.75
2021-08-23 14:53:00+05:30,16499.1,16499.95,16493.7,16493.75
2021-08-23 14:54:00+05:30,16493.95,16495.35,16490.0,16492.35
2021-08-23 14:55:00+05:30,16492.2,16493.35,16487.25,16490.7
2021-08-23 14:56:00+05:30,16491.3,16500.3,16491.3,16492.6
2021-08-23 14:57:00+05:30,16492.45,16499.5,16492.45,16498.45
2021-08-23 14:58:00+05:30,16497.35,16499.25,16496.45,16498.3
2021-08-23 14:59:00+05:30,16498.35,16498.65,16493.35,16495.7
2021-08-23 15:00:00+05:30,16495.05,16516.8,16495.05,16516.2
2021-08-23 15:01:00+05:30,16516.4,16517.85,16515.1,16516.6
2021-08-23 15:02:00+05:30,16515.8,16516.6,16506.35,16509.3
2021-08-23 15:03:00+05:30,16509.65,16510.2,16502.0,16502.15
2021-08-23 15:04:00+05:30,16502.35,16507.3,16495.5,16507.3
2021-08-23 15:05:00+05:30,16508.95,16508.95,16495.4,16502.5
2021-08-23 15:06:00+05:30,16502.65,16505.8,16498.65,16505.45
2021-08-23 15:07:00+05:30,16505.35,16505.35,16501.95,16501.95
2021-08-23 15:08:00+05:30,16501.65,16503.2,16497.4,16499.45
2021-08-23 15:09:00+05:30,16499.1,16504.5,16498.7,16502.45
2021-08-23 15:10:00+05:30,16502.05,16506.95,16502.05,16504.3
2021-08-23 15:11:00+05:30,16504.4,16505.75,16499.3,16504.7
2021-08-23 15:12:00+05:30,16504.55,16508.2,16503.0,16503.4
2021-08-23 15:13:00+05:30,16502.9,16503.5,16498.75,16498.95
2021-08-23 15:14:00+05:30,16498.7,16499.1,16495.45,16498.2
2021-08-23 15:15:00+05:30,16497.3,16498.7,16494.9,16494.9
2021-08-23 15:16:00+05:30,16494.65,16495.9,16491.5,16494.1
2021-08-23 15:17:00+05:30,16492.95,16495.4,16491.45,16492.0
2021-08-23 15:18:00+05:30,16491.7,16493.8,16489.05,16490.3
2021-08-23 15:19:00+05:30,16489.9,16491.45,16488.65,16491.3
2021-08-23 15:20:00+05:30,16491.25,16495.15,16489.2,16495.15
2021-08-23 15:21:00+05:30,16497.9,16499.0,16485.7,16487.0
2021-08-23 15:22:00+05:30,16486.8,16489.0,16486.8,16488.6
2021-08-23 15:23:00+05:30,16488.5,16492.65,16487.5,16487.8
2021-08-23 15:24:00+05:30,16488.0,16491.5,16487.6,16489.65
2021-08-23 15:25:00+05:30,16489.25,16494.0,16488.15,16490.8
2021-08-23 15:26:00+05:30,16490.2,16498.3,16489.45,16491.35
2021-08-23 15:27:00+05:30,16491.45,16494.35,16490.2,16493.25
2021-08-23 15:28:00+05:30,16493.35,16494.1,16488.05,16488.05
2021-08-23 15:29:00+05:30,16488.4,16490.55,16485.95,16488.3
2021-08-24 09:15:00+05:30,16561.4,16579.55,16542.95,16549.1
2021-08-24 09:16:00+05:30,16550.15,16560.2,16538.9,16539.45
